relative_path	basename	top_folder	extension	size_bytes	modified_date	entity_type	disease	geography	method	surveillance_mode	elimination_phase	diagnostic_test	project_link	phd_article_link	relevance_note	status
Methodology/Focus–Specific Clinical Profiles in Human African Trypanosomiasis Caused by Trypanosoma brucei rhodesiense.pdf	Focus–Specific Clinical Profiles in Human African Trypanosomiasis Caused by Trypanosoma brucei rhodesiense.pdf	Methodology	pdf	342206	2024-03-28	Paper	gHAT / HAT	Africa	methods reference				PhD / sleeping-sickness			to_triage
Methodology/Global spatio-temporally harmonised datasets for producing.pdf	Global spatio-temporally harmonised datasets for producing.pdf	Methodology	pdf	3806765	2023-11-30	Paper	gHAT / HAT		methods reference				PhD / sleeping-sickness			to_triage
Methodology/Identification of Chinese plague foci from long-term epi data.pdf	Identification of Chinese plague foci from long-term epi data.pdf	Methodology	pdf	830539	2024-01-09	Paper	gHAT / HAT		methods reference				PhD / sleeping-sickness	Article 1: historical risk mapping and foci	High relevance to historical risk and focus delineation	seeded
Methodology/Sample size calculation for prevalence studies using Scalex and ScalaR calculators.pdf	Sample size calculation for prevalence studies using Scalex and ScalaR calculators.pdf	Methodology	pdf	2470851	2024-01-18	Paper	gHAT / HAT		methods reference				PhD / sleeping-sickness			to_triage
Methodology/Sleeping sickness in the historical focus of forested Guinea - using a geographicaly based model.pdf	Sleeping sickness in the historical focus of forested Guinea - using a geographicaly based model.pdf	Methodology	pdf	1124228	2023-12-04	Paper	gHAT / HAT	Guinea	spatial epidemiology				PhD / sleeping-sickness			to_triage
Methodology/Space-time cluster detection techniques for infectious diseases - A systematic Review.pdf	Space-time cluster detection techniques for infectious diseases - A systematic Review.pdf	Methodology	pdf	3697447	2024-01-02	Paper	gHAT / HAT		spatial epidemiology				PhD / sleeping-sickness			to_triage
Methodology/Spatial Epidemiology.pdf	Spatial Epidemiology.pdf	Methodology	pdf	1042527	2023-11-11	Paper	gHAT / HAT		spatial epidemiology				PhD / sleeping-sickness			to_triage
Methodology/Statistical methods for linking geostatistical maps and transmission of lymphatic filariasis.pdf	Statistical methods for linking geostatistical maps and transmission of lymphatic filariasis.pdf	Methodology	pdf	2948065	2023-11-20	Paper	gHAT / HAT		methods reference				PhD / sleeping-sickness			to_triage
Methodology/The Role of Spatial Statistics in the control and elimination of NTD in sub-saharan africa.pdf	The Role of Spatial Statistics in the control and elimination of NTD in sub-saharan africa.pdf	Methodology	pdf	1501570	2023-12-12	Paper	gHAT / HAT		spatial epidemiology		Elimination		PhD / sleeping-sickness			to_triage
Screening & Surveillance/Active/Tropical Med Int Health - 2004 - Robays - The effectiveness of active population screening and treatment for sleeping.pdf	Tropical Med Int Health - 2004 - Robays - The effectiveness of active population screening and treatment for sleeping.pdf	Screening & Surveillance	pdf	92642	2024-03-27	Paper	gHAT / HAT			Active			PhD / sleeping-sickness			to_triage
Screening & Surveillance/Challenges of controlling sleeping sickness in areas of violent conflict experience in the Democratic Republic of Congo.pdf	Challenges of controlling sleeping sickness in areas of violent conflict experience in the Democratic Republic of Congo.pdf	Screening & Surveillance	pdf	5375679	2023-12-20	Paper	gHAT / HAT	Republic of Congo					PhD / sleeping-sickness			to_triage
Screening & Surveillance/Civil conflict and sleeping sickness in Africa in general and Uganda in particular.pdf	Civil conflict and sleeping sickness in Africa in general and Uganda in particular.pdf	Screening & Surveillance	pdf	902667	2024-01-05	Paper	gHAT / HAT	Uganda					PhD / sleeping-sickness			to_triage
Screening & Surveillance/Digitalisation & Quality Assurance/1 Digitalisation TrypElim.pdf	1 Digitalisation TrypElim.pdf	Screening & Surveillance	pdf	2245379	2024-04-04	Paper	gHAT / HAT		quality assurance / digital health				PhD / sleeping-sickness	Article 3: test performance and quality	Supports surveillance quality and digital workflow questions	seeded
Screening & Surveillance/Digitalisation & Quality Assurance/Diagnostics in a digital age - an opportunity to strengthen health systems and improve health outcomes.pdf	Diagnostics in a digital age - an opportunity to strengthen health systems and improve health outcomes.pdf	Screening & Surveillance	pdf	291074	2024-03-31	Paper	gHAT / HAT		quality assurance / digital health				PhD / sleeping-sickness	Article 3: test performance and quality	Supports surveillance quality and digital workflow questions	seeded
Screening & Surveillance/Digitalisation & Quality Assurance/Innovative digital technologies for quality assurance of diagnosis of human African trypanosomiasis.pdf	Innovative digital technologies for quality assurance of diagnosis of human African trypanosomiasis.pdf	Screening & Surveillance	pdf	11046487	2024-03-31	Paper	gHAT / HAT	Africa	quality assurance / digital health				PhD / sleeping-sickness	Article 3: test performance and quality	Supports surveillance quality and digital workflow questions	seeded
Screening & Surveillance/Digitalisation & Quality Assurance/The Trypelim project_ digital tools to help eliminate Sleeping Sickness.pdf	The Trypelim project_ digital tools to help eliminate Sleeping Sickness.pdf	Screening & Surveillance	pdf	44964	2024-04-04	Paper	gHAT / HAT		quality assurance / digital health				PhD / sleeping-sickness	Article 3: test performance and quality	Supports surveillance quality and digital workflow questions	seeded
Screening & Surveillance/Forecasting Human African Trypanosomiasis Prevalences from Population Screening Data Using Continuous Time Models.pdf	Forecasting Human African Trypanosomiasis Prevalences from Population Screening Data Using Continuous Time Models.pdf	Screening & Surveillance	pdf	1266149	2024-01-22	Paper	gHAT / HAT	Africa					PhD / sleeping-sickness	Article 6: sampling and modelling		seeded
Screening & Surveillance/Human African Trypanosomiasis in areas without surveillance.pdf	Human African Trypanosomiasis in areas without surveillance.pdf	Screening & Surveillance	pdf	103018	2024-01-05	Paper	gHAT / HAT	Africa					PhD / sleeping-sickness			to_triage
Screening & Surveillance/Passive/Accelerating elimination of sleeping sickness from the Guinean littoral through enhanced screening in the post-Ebola context A retrospective analysis.pdf	Accelerating elimination of sleeping sickness from the Guinean littoral through enhanced screening in the post-Ebola context A retrospective analysis.pdf	Screening & Surveillance	pdf	1649565	2025-02-14	Paper	gHAT / HAT	Guinea		Passive	Elimination		PhD / sleeping-sickness			to_triage
Screening & Surveillance/Passive/Criteria for selecting sentinel unit locations in a surveillance system for vector-borne disease - A decision tool.pdf	Criteria for selecting sentinel unit locations in a surveillance system for vector-borne disease - A decision tool.pdf	Screening & Surveillance	pdf	1837919	2023-11-30	Paper	gHAT / HAT			Passive			PhD / sleeping-sickness	Article 5: facility targeting		seeded
Screening & Surveillance/Passive/Development and implementation of a strategy for intensified screening for gambiense human African trypanosomiasis in Kongo Central province, DRC.pdf	Development and implementation of a strategy for intensified screening for gambiense human African trypanosomiasis in Kongo Central province, DRC.pdf	Screening & Surveillance	pdf	3830058	2025-02-06	Paper	gHAT / HAT	DRC		Passive			PhD / sleeping-sickness	Article 2/4: passive screening system and integration		seeded
Screening & Surveillance/Passive/Enhanced passive screening and diagnosis for gambiense human African trypanosomiasis in Uganda.pdf	Enhanced passive screening and diagnosis for gambiense human African trypanosomiasis in Uganda.pdf	Screening & Surveillance	pdf	7252306	2023-10-19	Paper	gHAT / HAT	Uganda	implementation research	Passive			PhD / sleeping-sickness	Article 2/4: passive screening system and integration	High relevance to passive surveillance redesign	seeded
Screening & Surveillance/Passive/Human african trypanosomiasis diagnosis in first-line health services of endemic countries, a systematic review.pdf	Human african trypanosomiasis diagnosis in first-line health services of endemic countries, a systematic review.pdf	Screening & Surveillance	pdf	311118	2025-02-14	Paper	gHAT / HAT		implementation research	Passive			PhD / sleeping-sickness	Article 2/4: passive screening system and integration	High relevance to passive surveillance redesign	seeded
Screening & Surveillance/Passive/Integration of Human African Trypanosomiasis Control Activities into Primary Health Services in the Democratic Republic of the Congo - AQualitative Study of Stakeholder Perceptions.pdf	Integration of Human African Trypanosomiasis Control Activities into Primary Health Services in the Democratic Republic of the Congo - AQualitative Study of Stakeholder Perceptions.pdf	Screening & Surveillance	pdf	246434	2025-03-24	Paper	gHAT / HAT	DRC	qualitative / implementation research	Passive			PhD / sleeping-sickness	Article 2/4: passive screening system and integration	High relevance to passive surveillance redesign	seeded
Screening & Surveillance/Passive/Integration of Human African Trypanosomiasis Control Activities into Primary Healthcare Services - A Scoping Review.pdf	Integration of Human African Trypanosomiasis Control Activities into Primary Healthcare Services - A Scoping Review.pdf	Screening & Surveillance	pdf	313725	2025-03-24	Paper	gHAT / HAT	Africa	implementation research	Passive			PhD / sleeping-sickness	Article 2/4: passive screening system and integration	High relevance to passive surveillance redesign	seeded
Screening & Surveillance/Passive/Kayembe_PassivescreeningHATKongoCentralprovince_HATPlatformMeeting2018.pdf	Kayembe_PassivescreeningHATKongoCentralprovince_HATPlatformMeeting2018.pdf	Screening & Surveillance	pdf	2571211	2023-12-20	Paper	gHAT / HAT			Passive			PhD / sleeping-sickness			to_triage
Screening & Surveillance/Passive/Passive Screening and Diagnosis of Sleeping Sickness with New Tools in Primary Health Services An Operational Research.pdf	Passive Screening and Diagnosis of Sleeping Sickness with New Tools in Primary Health Services An Operational Research.pdf	Screening & Surveillance	pdf	937885	2023-12-20	Paper	gHAT / HAT		implementation research	Passive			PhD / sleeping-sickness	Article 2/4: passive screening system and integration	High relevance to passive surveillance redesign	seeded
Screening & Surveillance/Passive/Passive screening Guinée/Camara-WP2 Guinea-22-11-21.docx	Camara-WP2 Guinea-22-11-21.docx	Screening & Surveillance	docx	123622	2022-12-14	Paper	gHAT / HAT	Guinea	implementation research	Passive			PhD / sleeping-sickness		High relevance to passive surveillance redesign	to_triage
Screening & Surveillance/Passive/Passive screening Guinée/Camara-WP2 Guinea-22-11-21.pdf	Camara-WP2 Guinea-22-11-21.pdf	Screening & Surveillance	pdf	397629	2022-12-19	Paper	gHAT / HAT	Guinea	implementation research	Passive			PhD / sleeping-sickness		High relevance to passive surveillance redesign	to_triage
Screening & Surveillance/Passive/Passive screening Guinée/fig1 Flowchart.tif	fig1 Flowchart.tif	Screening & Surveillance	tif	1411770	2022-12-14	Paper	gHAT / HAT	Guinea	implementation research	Passive			PhD / sleeping-sickness		High relevance to passive surveillance redesign	to_triage
Screening & Surveillance/Passive/Passive screening Guinée/fig2 clinical signs.tif	fig2 clinical signs.tif	Screening & Surveillance	tif	335540	2022-12-14	Paper	gHAT / HAT	Guinea	diagnostic evaluation	Passive		Clinical signs	PhD / sleeping-sickness	Article 3: test performance and quality	High relevance to passive surveillance redesign	seeded
Screening & Surveillance/Passive/Passive screening Guinée/fig3 vendiagram RDTs.tif	fig3 vendiagram RDTs.tif	Screening & Surveillance	tif	213866	2022-12-14	Paper	gHAT / HAT	Guinea	diagnostic evaluation	Passive			PhD / sleeping-sickness	Article 3: test performance and quality	High relevance to passive surveillance redesign	seeded
Screening & Surveillance/Passive/Passive screening Guinée/fig4 vendiagram labtests.tif	fig4 vendiagram labtests.tif	Screening & Surveillance	tif	331420	2022-12-14	Paper	gHAT / HAT	Guinea	implementation research	Passive			PhD / sleeping-sickness		High relevance to passive surveillance redesign	to_triage
Screening & Surveillance/Passive/Passive surveillance of human African in cote d'ivoire - understanding prevalence and symptoms and diagnostic test characteristics.pdf	Passive surveillance of human African in cote d'ivoire - understanding prevalence and symptoms and diagnostic test characteristics.pdf	Screening & Surveillance	pdf	1008279	2023-11-17	Paper	gHAT / HAT	Africa		Passive			PhD / sleeping-sickness			to_triage
Screening & Surveillance/Passive/Performance_of_clinical_signs_and_symptoms_rapid_a.pdf	Performance_of_clinical_signs_and_symptoms_rapid_a.pdf	Screening & Surveillance	pdf	1208038	2024-03-28	Paper	gHAT / HAT		diagnostic evaluation	Passive			PhD / sleeping-sickness	Article 3: test performance and quality	High relevance to diagnostic performance article	seeded
Screening & Surveillance/Passive/The impact of passive case detection on the transmission dynamics of gambiense Human African Trypanosomiasis.pdf	The impact of passive case detection on the transmission dynamics of gambiense Human African Trypanosomiasis.pdf	Screening & Surveillance	pdf	1917110	2024-01-15	Paper	gHAT / HAT	Africa		Passive			PhD / sleeping-sickness			to_triage
Screening & Surveillance/Passive/Tropical Med Int Health - 2014 - Mitashi - Integration of diagnosis and treatment of sleeping sickness in primary.pdf	Tropical Med Int Health - 2014 - Mitashi - Integration of diagnosis and treatment of sleeping sickness in primary.pdf	Screening & Surveillance	pdf	175419	2025-02-26	Paper	gHAT / HAT		implementation research	Passive			PhD / sleeping-sickness	Article 2/4: passive screening system and integration	High relevance to passive surveillance redesign	seeded
Screening & Surveillance/Passive/VersionfinalethèsePhilippeMulengaContribution des services des soins de santé primaires au contrôle de la Trypanosomiase Humaine Africaine dans le contexte de son élimination en R.pdf	VersionfinalethèsePhilippeMulengaContribution des services des soins de santé primaires au contrôle de la Trypanosomiase Humaine Africaine dans le contexte de son élimination en R.pdf	Screening & Surveillance	pdf	15081585	2022-12-13	Paper	gHAT / HAT	Africa		Passive			PhD / sleeping-sickness			to_triage
Screening & Surveillance/PhDthesis_AlainMpanya_08072015EP_final.pdf	PhDthesis_AlainMpanya_08072015EP_final.pdf	Screening & Surveillance	pdf	2217313	2024-01-05	Paper	gHAT / HAT						PhD / sleeping-sickness			to_triage
Screening & Surveillance/Screen&TreatStudy_Acozobirole_Proposal_STROGHAT_submitted.pdf	Screen&TreatStudy_Acozobirole_Proposal_STROGHAT_submitted.pdf	Screening & Surveillance	pdf	9384590	2023-01-06	Paper	gHAT / HAT						PhD / sleeping-sickness		Relevant to future transition and screen-and-treat strategy	to_triage
Screening & Surveillance/Standard vs Enhanced Algorithm.jpg	Standard vs Enhanced Algorithm.jpg	Screening & Surveillance	jpg	114716	2024-02-06	Paper	gHAT / HAT						PhD / sleeping-sickness			to_triage
Statistics & Mathematical Modelling/2. Screening Strategies for a Sustainable Endpoint for.pdf	2. Screening Strategies for a Sustainable Endpoint for.pdf	Statistics & Mathematical Modelling	pdf	449057	2023-11-13	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Data-driven models to predict the elimination of sleeping sickness in.pdf	Data-driven models to predict the elimination of sleeping sickness in.pdf	Statistics & Mathematical Modelling	pdf	3866023	2023-11-13	Paper	gHAT / HAT		modelling	Surveillance strategy	Elimination		PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Identifying regions for enhanced control of gambiense sleeping sickness in the Democratic Republic of Congo.pdf	Identifying regions for enhanced control of gambiense sleeping sickness in the Democratic Republic of Congo.pdf	Statistics & Mathematical Modelling	pdf	2192928	2023-12-20	Paper	gHAT / HAT	Republic of Congo	modelling	Surveillance strategy			PhD / sleeping-sickness	Article 1: historical risk mapping and foci	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Implications of seasonal variations, host and vector migration on spatial spread of sleeping sickness mathematical.pdf	Implications of seasonal variations, host and vector migration on spatial spread of sleeping sickness mathematical.pdf	Statistics & Mathematical Modelling	pdf	6305074	2023-11-20	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Modelling to infer the role of animals in gambiense human African trypanosomiasis transmission and elimination in the DRC.pdf	Modelling to infer the role of animals in gambiense human African trypanosomiasis transmission and elimination in the DRC.pdf	Statistics & Mathematical Modelling	pdf	1825009	2023-12-20	Paper	gHAT / HAT	DRC	modelling	Surveillance strategy	Elimination		PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Predicting the Impact of Intervention Strategies for Sleeping Sickness in Two High-Endemicity Health Zones of the Democratic Republic of Congo.pdf	Predicting the Impact of Intervention Strategies for Sleeping Sickness in Two High-Endemicity Health Zones of the Democratic Republic of Congo.pdf	Statistics & Mathematical Modelling	pdf	1941394	2023-12-04	Paper	gHAT / HAT	Republic of Congo	modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Quantifying epidemiological drivers of gambiense human African Trypanosomiasis across the Democratic Republic of Congo.pdf	Quantifying epidemiological drivers of gambiense human African Trypanosomiasis across the Democratic Republic of Congo.pdf	Statistics & Mathematical Modelling	pdf	2283067	2023-12-17	Paper	gHAT / HAT	Republic of Congo	modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Quantitative evaluation of the strategy to eliminate human African trypanosomiasis in the Democratic Republic of Congo.pdf	Quantitative evaluation of the strategy to eliminate human African trypanosomiasis in the Democratic Republic of Congo.pdf	Statistics & Mathematical Modelling	pdf	703015	2024-04-18	Paper	gHAT / HAT	Republic of Congo	modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Village-scale persistence and elimination of gHAT.pdf	Village-scale persistence and elimination of gHAT.pdf	Statistics & Mathematical Modelling	pdf	2689365	2023-11-13	Paper	gHAT / HAT		modelling	Surveillance strategy	Elimination		PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/antillon-et-al-2021-economic-evaluation-of-disease-elimination-an-extension-to-the-net-benefit-framework-and.pdf	antillon-et-al-2021-economic-evaluation-of-disease-elimination-an-extension-to-the-net-benefit-framework-and.pdf	Statistics & Mathematical Modelling	pdf	1850400	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy	Elimination		PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/ciab190.pdf	ciab190.pdf	Statistics & Mathematical Modelling	pdf	1840189	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/cost effectiveness drc.pdf	cost effectiveness drc.pdf	Statistics & Mathematical Modelling	pdf	1688440	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/davis-et-al-2021-modelling-gambiense-human-african-trypanosomiasis-infection-in-villages-of-the-democratic-republic-of.pdf	davis-et-al-2021-modelling-gambiense-human-african-trypanosomiasis-infection-in-villages-of-the-democratic-republic-of.pdf	Statistics & Mathematical Modelling	pdf	1194929	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/hidden hand asymptomatic.pdf	hidden hand asymptomatic.pdf	Statistics & Mathematical Modelling	pdf	2056492	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/journal.pcbi.1009367.pdf	journal.pcbi.1009367.pdf	Statistics & Mathematical Modelling	pdf	2361312	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/journal.pcbi.1011993.pdf	journal.pcbi.1011993.pdf	Statistics & Mathematical Modelling	pdf	3752574	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/journal.pntd.0010599.pdf	journal.pntd.0010599.pdf	Statistics & Mathematical Modelling	pdf	1825009	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/journal.pntd.0011299.pdf	journal.pntd.0011299.pdf	Statistics & Mathematical Modelling	pdf	3357601	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/journal.pntd.0011396.pdf	journal.pntd.0011396.pdf	Statistics & Mathematical Modelling	pdf	2322152	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/journal.pntd.0011514.pdf	journal.pntd.0011514.pdf	Statistics & Mathematical Modelling	pdf	2758999	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/Measuring elimination metrics.pdf	Measuring elimination metrics.pdf	Statistics & Mathematical Modelling	pdf	560700	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy	Elimination		PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/s13071-024-06404-4.pdf	s13071-024-06404-4.pdf	Statistics & Mathematical Modelling	pdf	1759522	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/s40249-022-00934-8.pdf	s40249-022-00934-8.pdf	Statistics & Mathematical Modelling	pdf	1593546	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/s41467-022-28598-w (1).pdf	s41467-022-28598-w (1).pdf	Statistics & Mathematical Modelling	pdf	1176419	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/s41467-022-28598-w.pdf	s41467-022-28598-w.pdf	Statistics & Mathematical Modelling	pdf	1176419	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/s41467-022-29192-w.pdf	s41467-022-29192-w.pdf	Statistics & Mathematical Modelling	pdf	2192928	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
WHO Atlas/2018 - Area at risk of gambiense and rhodesiense HAT.docx	2018 - Area at risk of gambiense and rhodesiense HAT.docx	WHO Atlas	docx	20242	2023-11-29	Paper	gHAT / HAT		spatial epidemiology	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	Article 1: historical risk mapping and foci	Contextual monitoring and verification reference	seeded
WHO Atlas/2018 - People at risk of HAT that are potentially covered by facilities with diagnostic and treatment capabilities for HAT.docx	2018 - People at risk of HAT that are potentially covered by facilities with diagnostic and treatment capabilities for HAT.docx	WHO Atlas	docx	17812	2023-11-29	Paper	gHAT / HAT		spatial epidemiology	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	Article 1: historical risk mapping and foci	Contextual monitoring and verification reference	seeded
WHO Atlas/2018 - Population at risk of gambiense and rhodesiense HAT.docx	2018 - Population at risk of gambiense and rhodesiense HAT.docx	WHO Atlas	docx	20241	2023-11-29	Paper	gHAT / HAT		spatial epidemiology	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	Article 1: historical risk mapping and foci	Contextual monitoring and verification reference	seeded
WHO Atlas/2024 Franco.pdf	2024 Franco.pdf	WHO Atlas	pdf	2656452	2024-06-13	Paper	gHAT / HAT		atlas / surveillance monitoring	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/Diversity of human African trypanosomiasis epidemiological settings requires fine-tuning control strategies to facilitate disease elimination.pdf	Diversity of human African trypanosomiasis epidemiological settings requires fine-tuning control strategies to facilitate disease elimination.pdf	WHO Atlas	pdf	636851	2025-03-10	Paper	gHAT / HAT	Africa	atlas / surveillance monitoring	Surveillance monitoring	Elimination		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/Ending the neglect to attain the Sustainable Development Goals A road map for neglected tropical diseases 2021–2030.pdf	Ending the neglect to attain the Sustainable Development Goals A road map for neglected tropical diseases 2021–2030.pdf	WHO Atlas	pdf	15221829	2024-03-27	Paper	gHAT / HAT		atlas / surveillance monitoring	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/Estimating and Mapping the Population at Risk of.pdf	Estimating and Mapping the Population at Risk of.pdf	WHO Atlas	pdf	968697	2023-12-04	Paper	gHAT / HAT		spatial epidemiology	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	Article 1: historical risk mapping and foci	Contextual monitoring and verification reference	seeded
WHO Atlas/Mapping the capacities of fixed health facilities to.pdf	Mapping the capacities of fixed health facilities to.pdf	WHO Atlas	pdf	2181728	2023-11-29	Paper	gHAT / HAT		spatial epidemiology	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	Article 1: historical risk mapping and foci	Contextual monitoring and verification reference	seeded
WHO Atlas/Monitoring the elimination of human African trypanosomiasis - Update to 2014.pdf	Monitoring the elimination of human African trypanosomiasis - Update to 2014.pdf	WHO Atlas	pdf	8086353	2024-04-18	Paper	gHAT / HAT	Africa	atlas / surveillance monitoring	Surveillance monitoring	Elimination		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/NTD-Roadmap 2030.pdf	NTD-Roadmap 2030.pdf	WHO Atlas	pdf	2573563	2023-11-02	Paper	gHAT / HAT		atlas / surveillance monitoring	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/Report of a WHO meeting on elimination of human African trypanosomiasis (trypanosoma brucei gambiense).pdf	Report of a WHO meeting on elimination of human African trypanosomiasis (trypanosoma brucei gambiense).pdf	WHO Atlas	pdf	4486883	2024-03-27	Paper	gHAT / HAT	Africa	atlas / surveillance monitoring	Surveillance monitoring	Elimination		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/The elimination of human African Trypanosomiasis - WHO Achievements 2020.pdf	The elimination of human African Trypanosomiasis - WHO Achievements 2020.pdf	WHO Atlas	pdf	2574534	2022-12-02	Paper	gHAT / HAT	Africa	atlas / surveillance monitoring	Surveillance monitoring	Elimination		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/the-journey-towards-elimination-of-gambiense-human-african-trypanosomiasis-not-far-nor-easy.pdf	the-journey-towards-elimination-of-gambiense-human-african-trypanosomiasis-not-far-nor-easy.pdf	WHO Atlas	pdf	458518	2025-03-10	Paper	gHAT / HAT		atlas / surveillance monitoring	Surveillance monitoring	Elimination		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/WHO - Monitoring the elimination of human African trypanosomiasis at continental and country level - Update to 2018.pdf	WHO - Monitoring the elimination of human African trypanosomiasis at continental and country level - Update to 2018.pdf	WHO Atlas	pdf	2800852	2023-12-04	Paper	gHAT / HAT	Africa	atlas / surveillance monitoring	Surveillance monitoring	Elimination		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
